Chunk_ID,Size_Bytes,SignTime_uS,VerifyTime_uS,Valid
108,4096,132,167.80,True
109,4096,112,204.30,True
110,4096,132,221.00,True
111,4096,121,446.80,True
112,4096,134,239.30,True
113,4096,114,183.50,True
114,4096,134,266.70,True
115,4096,98,611.70,True
116,4096,132,358.10,True
117,4096,118,401.20,True
118,4096,94,379.00,True
119,4096,143,449.00,True
120,4096,108,131.40,True
121,4096,136,451.20,True
122,4096,113,189.20,True
123,4096,94,118.00,True
124,4096,91,104.90,True
125,4096,91,117.10,True
126,4096,91,106.00,True
127,4096,90,120.50,True
128,4096,90,120.30,True
129,4096,92,181.00,True
130,4096,132,294.50,True
131,4096,133,444.50,True
132,4096,132,131.30,True
133,4096,136,457.00,True
134,4096,139,355.30,True
135,4096,133,445.70,True
136,4096,112,131.50,True
137,4096,133,222.30,True
138,4096,135,391.50,True
139,4096,114,193.00,True
140,4096,137,409.80,True
141,4096,109,375.80,True
142,4096,134,164.00,True
143,4096,97,249.70,True
144,4096,131,285.60,True
145,4096,113,184.70,True
146,4096,133,134.00,True
147,4096,100,428.80,True
148,4096,136,134.20,True
149,4096,110,509.90,True
150,4096,135,289.60,True
151,4096,121,183.90,True
152,4096,137,369.20,True
153,4096,101,413.60,True
154,4096,133,384.60,True
155,4096,115,612.20,True
156,4096,131,438.60,True
157,4096,108,476.60,True
158,4096,143,175.30,True
159,4096,108,421.20,True
160,4096,137,132.20,True
161,4096,113,458.50,True
162,4096,134,193.80,True
163,4096,100,372.70,True
164,4096,135,366.90,True
165,4096,113,458.10,True
166,4096,132,183.60,True
167,4096,115,483.20,True
168,4096,136,433.70,True
169,4096,100,357.90,True
170,4096,134,177.90,True
171,4096,102,248.40,True
172,4096,148,147.20,True
173,4096,100,217.30,True
174,4096,133,362.20,True
175,4096,116,459.70,True
176,4096,133,295.00,True
177,4096,114,450.80,True
178,4096,133,422.00,True
179,4096,113,229.90,True
180,4096,131,162.20,True
181,4096,115,294.90,True
182,4096,131,446.70,True
183,4096,116,415.20,True
184,4096,93,236.60,True
185,4096,92,246.70,True
186,4096,91,129.90,True
187,4096,90,182.20,True
188,4096,91,118.50,True
189,4096,90,157.60,True
190,4096,94,106.00,True
191,4096,90,580.70,True
192,4096,136,431.60,True
193,4096,132,312.80,True
194,4096,133,355.30,True
195,4096,136,544.90,True
196,4096,118,328.60,True
197,4096,95,368.80,True
198,4096,136,264.60,True
199,4096,118,328.50,True
200,4096,135,419.90,True
201,4096,109,338.70,True
202,4096,117,375.40,True
203,4096,135,397.30,True
204,4096,117,236.40,True
205,4096,93,478.70,True
206,4096,134,133.10,True
207,4096,119,245.30,True
208,4096,133,134.90,True
209,4096,113,582.60,True
210,4096,129,264.90,True
211,4096,96,326.50,True
212,4096,127,358.10,True
213,4096,95,423.10,True
214,4096,128,213.90,True
215,4096,95,350.90,True
216,4096,128,360.70,True
217,4096,132,457.50,True
218,4096,135,108.00,True
219,4096,131,490.60,True
220,4096,134,131.00,True
221,4096,131,250.80,True
222,4096,133,135.00,True
223,4096,131,446.60,True
224,4096,222,249.00,True
225,4096,104,190.40,True
226,4096,90,468.60,True
227,4096,135,566.70,True
228,4096,105,164.70,True
229,4096,132,455.70,True
230,4096,95,303.90,True
231,4096,135,599.90,True
232,4096,159,130.40,True
233,4096,131,419.90,True
234,4096,93,361.00,True
235,4096,204,331.60,True
236,4096,102,428.10,True
237,4096,189,487.00,True
238,4096,96,130.10,True
239,4096,156,245.00,True
240,4096,94,166.80,True
241,4096,89,202.70,True
242,4096,148,371.10,True
243,4096,114,246.20,True
244,4096,144,336.20,True
245,4096,96,184.90,True
246,4096,146,138.10,True
247,4096,157,384.30,True
248,4096,144,356.10,True
249,4096,155,193.90,True
250,4096,139,273.50,True
251,4096,174,310.30,True
252,4096,108,235.60,True
253,4096,95,255.30,True
254,4096,105,236.40,True
255,4096,103,225.60,True
256,4096,93,103.50,True
257,4096,103,159.00,True
258,4096,103,129.40,True
259,4096,140,208.80,True
260,4096,138,236.90,True
261,4096,143,521.00,True
262,4096,141,404.60,True
263,4096,99,215.60,True
264,4096,145,355.00,True
265,4096,142,466.30,True
266,4096,97,360.20,True
267,4096,143,331.80,True
268,4096,162,267.60,True
269,4096,141,176.90,True
270,4096,160,130.30,True
271,4096,157,304.80,True
272,4096,98,464.50,True
273,4096,148,290.20,True
274,4096,141,381.10,True
275,4096,98,412.10,True
276,4096,151,236.90,True
277,4096,170,301.00,True
278,4096,173,220.20,True
279,4096,143,469.40,True
280,4096,98,340.70,True
281,4096,257,549.70,True
282,4096,220,381.50,True
283,4096,168,631.60,True
284,4096,191,452.90,True
285,4096,143,467.10,True
286,4096,188,129.80,True
287,4096,178,166.70,True
288,4096,166,270.10,True
289,4096,186,504.10,True
290,4096,178,370.10,True
291,4096,195,468.90,True
292,4096,142,141.20,True
293,4096,193,512.80,True
294,4096,224,168.80,True
295,4096,188,602.60,True
296,4096,190,385.10,True
297,4096,141,459.90,True
298,4096,194,153.30,True
299,4096,181,160.10,True
300,4096,168,207.80,True
301,4096,189,227.00,True
302,4096,177,207.50,True
303,4096,185,574.90,True
304,4096,142,375.00,True
305,4096,188,438.00,True
306,4096,175,382.80,True
307,4096,134,533.50,True
308,4096,180,153.30,True
309,4096,167,401.10,True
310,4096,178,264.00,True
311,4096,134,177.90,True
312,4096,190,235.50,True
313,4096,220,190.30,True
314,4096,184,129.70,True
315,4096,143,154.70,True
316,4096,134,120.60,True
317,4096,153,117.90,True
318,4096,134,106.50,True
319,4096,132,115.90,True
320,4096,131,104.80,True
321,4096,138,115.70,True
322,4096,132,358.60,True
323,4096,185,233.30,True
324,4096,187,317.70,True
325,4096,179,291.40,True
326,4096,191,362.80,True
327,4096,191,445.30,True
328,4096,171,130.60,True
329,4096,188,415.90,True
330,4096,189,395.30,True
331,4096,170,452.50,True
332,4096,186,305.60,True
333,4096,170,452.30,True
334,4096,187,166.70,True
335,4096,191,175.50,True
336,4096,182,310.20,True
337,4096,155,216.00,True
338,4096,170,374.50,True
339,4096,151,541.00,True
340,4096,186,352.90,True
341,4096,151,194.30,True
342,4096,175,157.20,True
343,4096,151,511.20,True
344,4096,179,186.20,True
345,4096,150,479.60,True
346,4096,182,361.70,True
347,4096,186,429.20,True
348,4096,149,197.60,True
349,4096,180,560.70,True
350,4096,152,254.40,True
351,4096,192,464.50,True
352,4096,155,267.90,True
353,4096,188,222.30,True
354,4096,152,443.20,True
355,4096,187,187.00,True
356,4096,152,524.10,True
357,4096,181,446.90,True
358,4096,148,386.00,True
359,4096,184,605.50,True
360,4096,150,150.50,True
361,4096,176,239.40,True
362,4096,157,281.40,True
363,4096,162,473.50,True
364,4096,185,151.90,True
365,4096,152,194.30,True
366,4096,182,160.30,True
367,4096,150,177.50,True
368,4096,159,288.20,True
369,4096,184,419.60,True
370,4096,150,298.40,True
371,4096,176,541.00,True
372,4096,142,361.20,True
373,4096,179,468.60,True
374,4096,168,358.40,True
375,4096,185,494.80,True
376,4096,151,424.60,True
377,4096,185,457.70,True
378,4096,151,327.70,True
379,4096,158,354.60,True
380,4096,140,385.70,True
381,4096,143,139.10,True
382,4096,139,110.70,True
383,4096,147,141.70,True
384,4096,138,134.80,True
385,4096,139,194.80,True
386,4096,138,172.90,True
387,4096,203,336.30,True
388,4096,183,470.10,True
389,4096,186,535.60,True
390,4096,150,143.60,True
391,4096,182,387.70,True
392,4096,179,183.00,True
393,4096,152,450.40,True
394,4096,181,359.60,True
395,4096,179,447.20,True
396,4096,137,492.40,True
397,4096,177,223.50,True
398,4096,146,156.20,True
399,4096,169,192.10,True
400,4096,142,187.70,True
401,4096,193,451.00,True
402,4096,156,357.70,True
403,4096,183,225.30,True
404,4096,159,131.50,True
405,4096,178,504.40,True
406,4096,149,356.80,True
407,4096,180,477.00,True
408,4096,151,360.70,True
409,4096,188,329.00,True
410,4096,153,262.80,True
411,4096,188,528.00,True
412,4096,152,185.10,True
413,4096,182,447.60,True
414,4096,154,360.50,True
415,4096,186,545.10,True
416,4096,153,359.70,True
417,4096,187,460.90,True
418,4096,155,388.80,True
419,4096,190,606.30,True
420,4096,155,384.70,True
421,4096,185,562.30,True
422,4096,156,304.80,True
423,4096,181,301.00,True
424,4096,149,130.90,True
425,4096,180,341.50,True
426,4096,146,253.10,True
427,4096,177,474.20,True
428,4096,149,264.90,True
429,4096,180,565.00,True
430,4096,148,268.80,True
431,4096,178,233.20,True
432,4096,141,202.90,True
433,4096,182,355.00,True
434,4096,151,388.40,True
435,4096,206,448.00,True
436,4096,139,267.30,True
437,4096,185,454.80,True
438,4096,152,158.50,True
439,4096,182,176.00,True
440,4096,150,109.30,True
441,4096,181,205.10,True
442,4096,150,244.40,True
443,4096,175,269.90,True
444,4096,160,225.20,True
445,4096,149,297.90,True
446,4096,135,238.50,True
447,4096,133,181.60,True
448,4096,194,131.70,True
449,4096,190,198.30,True
450,4096,142,349.70,True
451,4096,192,392.30,True
452,4096,152,262.70,True
453,4096,188,505.80,True
454,4096,150,424.20,True
455,4096,176,543.30,True
456,4096,130,363.80,True
457,4096,183,446.70,True
458,4096,142,328.20,True
459,4096,145,489.00,True
460,4096,173,297.00,True
461,4096,190,332.10,True
462,4096,146,278.00,True
463,4096,183,442.90,True
464,4096,141,350.20,True
465,4096,182,449.60,True
466,4096,208,363.40,True
467,4096,185,273.10,True
468,4096,139,176.70,True
469,4096,184,480.80,True
470,4096,180,356.60,True
471,4096,140,181.40,True
472,4096,183,495.00,True
473,4096,182,452.60,True
474,4096,140,366.40,True
475,4096,134,364.40,True
476,4096,184,392.80,True
477,4096,141,332.20,True
478,4096,183,244.30,True
479,4096,206,200.40,True
480,4096,183,143.40,True
481,4096,208,445.90,True
482,4096,187,159.50,True
483,4096,178,183.70,True
484,4096,144,130.20,True
485,4096,182,457.40,True
486,4096,144,446.90,True
487,4096,183,378.30,True
488,4096,145,156.10,True
489,4096,180,330.00,True
490,4096,150,128.30,True
491,4096,201,211.20,True
492,4096,144,314.90,True
493,4096,187,479.00,True
494,4096,142,130.00,True
495,4096,187,454.70,True
496,4096,148,343.60,True
497,4096,172,582.70,True
498,4096,134,358.00,True
499,4096,177,480.10,True
500,4096,137,477.60,True
501,4096,214,205.10,True
502,4096,137,130.00,True
503,4096,183,506.60,True
504,4096,203,245.30,True
505,4096,148,272.30,True
506,4096,142,233.80,True
507,4096,145,128.10,True
508,4096,141,391.20,True
509,4096,150,185.70,True
510,4096,179,133.50,True
511,4096,142,152.60,True
512,4096,239,151.20,True
513,4096,234,446.40,True
514,4096,178,301.60,True
515,4096,193,366.30,True
516,4096,231,450.20,True
517,4096,157,447.90,True
518,4096,176,360.60,True
519,4096,139,507.90,True
520,4096,176,259.90,True
521,4096,176,457.80,True
522,4096,137,346.50,True
523,4096,180,425.40,True
524,4096,152,463.40,True
525,4096,177,466.20,True
526,4096,252,290.30,True
527,4096,154,437.30,True
528,4096,176,391.00,True
529,4096,257,449.90,True
530,4096,177,359.40,True
531,4096,140,353.20,True
532,4096,134,360.10,True
533,4096,179,452.10,True
534,4096,159,267.50,True
535,4096,185,441.90,True
536,4096,152,323.40,True
537,4096,161,434.20,True
538,4096,171,357.50,True
539,4096,183,519.10,True
540,4096,144,355.70,True
541,4096,173,506.10,True
542,4096,142,358.60,True
543,4096,173,288.10,True
544,4096,144,198.60,True
545,4096,173,499.80,True
546,4096,141,465.20,True
547,4096,184,198.20,True
548,4096,183,236.20,True
549,4096,144,187.10,True
550,4096,175,397.60,True
551,4096,145,181.00,True
552,4096,178,499.90,True
553,4096,138,458.50,True
554,4096,190,330.10,True
555,4096,141,390.70,True
556,4096,212,361.40,True
557,4096,146,269.20,True
558,4096,142,197.50,True
559,4096,185,465.50,True
560,4096,169,357.00,True
561,4096,164,335.60,True
562,4096,149,129.40,True
563,4096,185,426.40,True
564,4096,156,357.50,True
565,4096,174,185.80,True
566,4096,138,288.00,True
567,4096,133,355.00,True
568,4096,132,317.70,True
569,4096,132,116.30,True
570,4096,131,116.80,True
571,4096,130,132.20,True
572,4096,131,103.60,True
573,4096,177,237.40,True
574,4096,183,162.10,True
575,4096,191,339.30,True
576,4096,240,383.00,True
577,4096,180,336.20,True
578,4096,177,392.70,True
579,4096,215,268.30,True
580,4096,188,301.00,True
581,4096,146,204.80,True
582,4096,180,271.00,True
583,4096,144,453.50,True
584,4096,175,365.10,True
585,4096,146,489.50,True
586,4096,177,131.50,True
587,4096,139,576.50,True
588,4096,178,160.60,True
589,4096,138,221.30,True
590,4096,176,454.90,True
591,4096,155,411.90,True
592,4096,173,261.90,True
593,4096,143,445.90,True
594,4096,191,181.50,True
595,4096,146,440.50,True
596,4096,174,419.50,True
597,4096,167,225.90,True
598,4096,159,262.00,True
599,4096,172,237.10,True
600,4096,137,292.90,True
601,4096,167,183.20,True
602,4096,138,162.50,True
603,4096,183,393.80,True
604,4096,138,440.50,True
605,4096,239,512.40,True
606,4096,154,132.70,True
607,4096,174,417.90,True
608,4096,148,364.30,True
609,4096,176,410.00,True
610,4096,147,394.10,True
611,4096,168,240.70,True
612,4096,134,260.60,True
613,4096,234,404.40,True
614,4096,135,361.40,True
615,4096,169,347.40,True
616,4096,132,238.60,True
617,4096,126,450.70,True
618,4096,188,478.50,True
619,4096,141,419.10,True
620,4096,211,365.80,True
621,4096,141,501.00,True
622,4096,133,130.70,True
623,4096,183,637.30,True
624,4096,144,296.60,True
625,4096,186,449.20,True
626,4096,149,327.70,True
627,4096,139,334.20,True
628,4096,163,359.70,True
629,4096,143,299.80,True
630,4096,139,152.40,True
631,4096,137,117.60,True
632,4096,139,104.60,True
633,4096,137,115.20,True
634,4096,151,114.20,True
635,4096,136,391.90,True
636,4096,138,280.30,True
637,4096,180,232.10,True
638,4096,176,128.30,True
639,4096,176,334.70,True
640,4096,253,361.10,True
641,4096,148,336.90,True
642,4096,180,385.50,True
643,4096,174,210.80,True
644,4096,151,322.80,True
645,4096,175,505.50,True
646,4096,182,266.30,True
647,4096,161,428.60,True
648,4096,172,264.50,True
649,4096,157,248.50,True
650,4096,176,428.10,True
651,4096,141,397.10,True
652,4096,177,158.00,True
653,4096,141,396.70,True
654,4096,174,439.00,True
655,4096,164,196.00,True
656,4096,179,146.70,True
657,4096,147,613.30,True
658,4096,173,318.30,True
659,4096,149,472.80,True
660,4096,185,135.50,True
661,4096,154,367.40,True
662,4096,189,214.50,True
663,4096,139,423.70,True
664,4096,176,386.30,True
665,4096,138,544.50,True
666,4096,177,520.50,True
667,4096,137,320.70,True
668,4096,177,142.20,True
669,4096,146,543.00,True
670,4096,184,302.90,True
671,4096,156,235.50,True
672,4096,160,311.00,True
673,4096,185,452.20,True
674,4096,182,131.20,True
675,4096,191,450.10,True
676,4096,233,248.30,True
677,4096,154,432.20,True
678,4096,222,350.80,True
679,4096,154,338.00,True
680,4096,222,131.00,True
681,4096,142,335.60,True
682,4096,237,358.10,True
683,4096,146,375.50,True
684,4096,188,398.50,True
685,4096,232,508.30,True
686,4096,179,384.10,True
687,4096,180,204.20,True
688,4096,136,299.00,True
689,4096,128,503.30,True
690,4096,185,356.60,True
691,4096,166,409.50,True
692,4096,154,330.30,True
693,4096,178,217.80,True
694,4096,150,106.40,True
695,4096,173,116.70,True
696,4096,144,104.60,True
697,4096,142,132.80,True
698,4096,176,394.00,True
699,4096,191,189.70,True
700,4096,191,262.90,True
701,4096,189,264.70,True
702,4096,179,212.70,True
703,4096,181,449.50,True
704,4096,137,284.50,True
705,4096,185,254.10,True
706,4096,218,131.30,True
707,4096,187,402.30,True
708,4096,146,243.70,True
709,4096,142,218.60,True
710,4096,188,268.70,True
711,4096,155,294.70,True
712,4096,161,127.70,True
713,4096,190,386.20,True
714,4096,156,283.50,True
715,4096,187,421.60,True
716,4096,157,372.70,True
717,4096,187,214.20,True
718,4096,155,289.50,True
719,4096,187,387.40,True
720,4096,154,359.40,True
721,4096,190,511.70,True
722,4096,157,386.10,True
723,4096,188,331.30,True
724,4096,154,174.80,True
725,4096,196,449.60,True
726,4096,155,359.30,True
727,4096,183,362.80,True
728,4096,193,180.20,True
729,4096,155,480.60,True
730,4096,257,356.90,True
731,4096,156,465.20,True
732,4096,232,376.70,True
733,4096,156,155.00,True
734,4096,160,152.40,True
735,4096,228,325.50,True
736,4096,155,353.90,True
737,4096,235,409.90,True
738,4096,157,292.60,True
739,4096,183,246.40,True
740,4096,141,310.30,True
741,4096,236,450.90,True
742,4096,152,361.10,True
743,4096,228,555.60,True
744,4096,148,320.90,True
745,4096,240,504.10,True
746,4096,139,441.90,True
747,4096,241,259.30,True
748,4096,204,440.10,True
749,4096,236,419.30,True
750,4096,203,130.10,True
751,4096,240,448.00,True
752,4096,140,354.90,True
753,4096,236,209.80,True
754,4096,203,131.50,True
755,4096,153,142.50,True
756,4096,150,124.20,True
757,4096,135,135.30,True
758,4096,132,138.00,True
759,4096,131,300.80,True
760,4096,131,255.80,True
761,4096,131,238.20,True
762,4096,131,291.00,True
763,4096,185,455.60,True
764,4096,183,359.40,True
765,4096,185,333.00,True
766,4096,183,384.20,True
767,4096,185,201.00,True
768,4096,151,263.50,True
769,4096,183,374.40,True
770,4096,153,291.20,True
771,4096,187,194.70,True
772,4096,152,363.70,True
773,4096,181,198.10,True
774,4096,213,358.40,True
775,4096,180,450.10,True
776,4096,139,149.80,True
777,4096,185,454.60,True
778,4096,153,173.70,True
779,4096,152,309.00,True
780,4096,181,146.60,True
781,4096,204,206.40,True
782,4096,153,130.70,True
783,4096,183,465.50,True
784,4096,142,309.80,True
785,4096,186,336.20,True
786,4096,207,143.50,True
787,4096,187,705.30,True
788,4096,245,148.30,True
789,4096,232,650.00,True
790,4096,138,133.80,True
791,4096,228,324.00,True
792,4096,224,133.50,True
793,4096,130,232.50,True
794,4096,185,131.70,True
795,4096,192,234.30,True
796,4096,181,251.00,True
797,4096,179,538.40,True
798,4096,146,351.60,True
799,4096,174,514.30,True
800,4096,146,389.30,True
801,4096,178,338.70,True
802,4096,148,463.50,True
803,4096,181,204.30,True
804,4096,144,357.40,True
805,4096,162,437.50,True
806,4096,141,335.30,True
807,4096,137,361.10,True
808,4096,178,133.30,True
809,4096,138,175.80,True
810,4096,174,347.70,True
811,4096,136,177.30,True
812,4096,191,159.30,True
813,4096,137,465.30,True
814,4096,176,326.30,True
815,4096,137,543.20,True
816,4096,174,443.50,True
817,4096,137,309.80,True
818,4096,150,129.90,True
819,4096,143,166.40,True
820,4096,147,107.80,True
821,4096,192,133.20,True
822,4096,169,139.40,True
823,4096,166,120.10,True
824,4096,154,165.50,True
825,4096,178,223.00,True
826,4096,182,432.90,True
827,4096,145,407.90,True
828,4096,177,372.20,True
829,4096,175,477.70,True
830,4096,1484,325.40,True
831,4096,220,202.00,True
832,4096,142,264.80,True
833,4096,190,427.80,True
834,4096,145,386.50,True
835,4096,183,585.90,True
836,4096,147,189.80,True
837,4096,181,546.00,True
838,4096,143,346.30,True
839,4096,177,289.70,True
840,4096,156,168.50,True
841,4096,183,547.90,True
842,4096,147,136.90,True
843,4096,182,479.80,True
844,4096,140,156.70,True
845,4096,178,542.30,True
846,4096,197,143.10,True
847,4096,142,495.90,True
848,4096,173,266.70,True
849,4096,143,339.50,True
850,4096,192,278.00,True
851,4096,155,417.10,True
852,4096,180,154.50,True
853,4096,139,209.30,True
854,4096,234,431.50,True
855,4096,150,383.40,True
856,4096,175,355.90,True
857,4096,140,444.50,True
858,4096,182,136.00,True
859,4096,140,217.30,True
860,4096,186,413.70,True
861,4096,139,560.30,True
862,4096,238,364.60,True
863,4096,147,195.90,True
864,4096,166,406.60,True
865,4096,142,390.90,True
866,4096,179,265.00,True
867,4096,139,231.80,True
868,4096,176,129.60,True
869,4096,139,384.90,True
870,4096,176,317.40,True
871,4096,139,564.90,True
872,4096,288,363.30,True
873,4096,2431,213.00,True
874,4096,156,128.20,True
875,4096,176,455.90,True
876,4096,152,309.50,True
877,4096,151,537.50,True
878,4096,175,367.20,True
879,4096,164,404.50,True
880,4096,152,239.10,True
881,4096,150,257.90,True
882,4096,153,232.20,True
883,4096,149,164.90,True
884,4096,148,106.90,True
885,4096,148,116.30,True
886,4096,148,359.90,True
887,4096,181,173.60,True
888,4096,177,166.80,True
889,4096,144,483.40,True
890,4096,178,264.30,True
891,4096,163,195.80,True
892,4096,175,349.70,True
893,4096,148,352.60,True
894,4096,153,262.10,True
895,4096,221,328.60,True
896,4096,136,153.20,True
897,4096,235,187.30,True
898,4096,183,117.20,True
899,4096,143,125.60,True
900,4096,227,105.60,True
901,4096,197,196.40,True
902,4096,212,117.70,True
903,4096,156,129.70,True
904,4096,159,107.70,True
905,4096,141,329.50,True
906,4096,157,165.90,True
907,4096,135,177.60,True
908,4096,129,266.40,True
909,4096,195,450.50,True
910,4096,135,399.10,True
911,4096,207,200.40,True
912,4096,133,128.70,True
913,4096,149,141.00,True
914,4096,132,123.60,True
915,4096,159,178.20,True
916,4096,141,106.00,True
917,4096,159,117.40,True
918,4096,140,154.60,True
919,4096,158,497.80,True
920,4096,140,116.80,True
921,4096,186,183.20,True
922,4096,132,361.50,True
923,4096,151,451.30,True
924,4096,133,155.60,True
925,4096,153,448.80,True
926,4096,134,381.50,True
927,4096,159,328.90,True
928,4096,142,310.40,True
929,4096,161,453.30,True
930,4096,141,360.00,True
931,4096,160,533.90,True
932,4096,193,350.90,True
933,4096,142,451.20,True
934,4096,153,320.50,True
935,4096,133,211.10,True
936,4096,152,362.80,True
937,4096,135,334.50,True
938,4096,155,367.60,True
939,4096,132,407.90,True
940,4096,174,264.30,True
941,4096,142,386.80,True
942,4096,136,192.90,True
943,4096,134,140.10,True
944,4096,135,117.90,True
945,4096,137,209.80,True
946,4096,136,108.20,True
947,4096,134,485.50,True
948,4096,134,310.90,True
949,4096,161,351.70,True
950,4096,180,425.20,True
951,4096,178,189.40,True
952,4096,156,361.20,True
953,4096,164,457.20,True
954,4096,142,358.20,True
955,4096,171,351.30,True
956,4096,143,152.10,True
957,4096,169,505.40,True
958,4096,143,378.40,True
959,4096,174,458.40,True
960,4096,154,267.20,True
961,4096,171,317.80,True
962,4096,151,334.60,True
963,4096,177,474.40,True
964,4096,151,266.00,True
965,4096,176,201.90,True
966,4096,148,177.20,True
967,4096,171,448.90,True
968,4096,142,246.80,True
969,4096,168,453.60,True
970,4096,165,164.10,True
971,4096,138,424.80,True
972,4096,174,348.00,True
973,4096,143,452.10,True
974,4096,173,361.50,True
975,4096,175,238.00,True
976,4096,144,266.10,True
977,4096,174,286.10,True
978,4096,175,343.50,True
979,4096,142,409.10,True
980,4096,134,273.60,True
981,4096,174,222.80,True
982,4096,163,347.60,True
983,4096,170,181.70,True
984,4096,144,239.30,True
985,4096,173,447.40,True
986,4096,161,132.70,True
987,4096,170,376.90,True
988,4096,144,360.40,True
989,4096,188,193.30,True
990,4096,222,363.30,True
991,4096,232,245.40,True
992,4096,142,175.00,True
993,4096,225,202.80,True
994,4096,153,367.10,True
995,4096,235,617.70,True
996,4096,172,119.10,True
997,4096,156,251.10,True
998,4096,233,265.30,True
999,4096,231,407.10,True
1000,4096,142,163.40,True
1001,4096,231,316.50,True
1002,4096,152,167.20,True
1003,4096,251,228.00,True
1004,4096,151,176.70,True
1005,4096,142,322.60,True
1006,4096,140,240.40,True
1007,4096,141,220.50,True
1008,4096,139,107.10,True
1009,4096,139,118.30,True
1010,4096,136,110.90,True
1011,4096,138,129.00,True
1012,4096,138,266.60,True
1013,4096,178,242.70,True
1014,4096,181,414.20,True
1015,4096,180,187.40,True
1016,4096,179,133.00,True
1017,4096,177,340.30,True
1018,4096,139,359.00,True
1019,4096,179,191.00,True
1020,4096,141,356.00,True
1021,4096,185,236.80,True
1022,4096,177,267.10,True
1023,4096,181,180.90,True
1024,4096,177,268.00,True
1025,4096,148,232.30,True
1026,4096,182,197.20,True
1027,4096,140,392.60,True
1028,4096,176,363.50,True
1029,4096,139,419.60,True
1030,4096,178,478.70,True
1031,4096,141,449.00,True
1032,4096,190,131.80,True
1033,4096,140,370.50,True
1034,4096,176,180.80,True
1035,4096,150,529.30,True
1036,4096,176,242.70,True
1037,4096,136,160.10,True
1038,4096,131,363.50,True
1039,4096,172,250.40,True
1040,4096,142,122.10,True
1041,4096,131,182.50,True
1042,4096,167,376.50,True
1043,4096,163,542.90,True
1044,4096,179,144.60,True
1045,4096,139,267.10,True
1046,4096,133,341.70,True
1047,4096,187,688.00,True
1048,4096,192,265.70,True
1049,4096,151,278.70,True
1050,4096,150,425.80,True
1051,4096,180,186.20,True
1052,4096,177,132.30,True
1053,4096,143,397.60,True
1054,4096,181,238.10,True
1055,4096,138,342.90,True
1056,4096,176,267.30,True
1057,4096,139,408.70,True
1058,4096,190,394.00,True
1059,4096,179,219.80,True
1060,4096,150,141.40,True
1061,4096,177,415.50,True
1062,4096,183,363.10,True
1063,4096,139,526.00,True
1064,4096,152,134.20,True
1065,4096,179,204.30,True
