Chunk_ID,Size_Bytes,HashTime_uS,VerifyTime_uS,Valid
135,4096,66624,57521.00,True
136,4096,69039,56431.40,True
137,4096,72546,54904.20,True
138,4096,83215,54417.80,True
139,4096,63850,56194.20,True
140,4096,67796,54330.60,True
141,4096,56436,55171.20,True
142,4096,72031,56526.90,True
143,4096,82938,58448.30,True
144,4096,54040,55499.70,True
145,4096,78062,56462.20,True
146,4096,72423,55547.60,True
147,4096,71155,57950.50,True
148,4096,75891,58365.40,True
149,4096,83945,58407.30,True
150,4096,62693,53739.70,True
151,4096,77008,55232.70,True
152,4096,62479,57540.20,True
153,4096,69294,58517.80,True
154,4096,63285,56153.30,True
155,4096,71680,59000.10,True
156,4096,76716,56412.10,True
157,4096,64340,58021.30,True
158,4096,79372,56521.90,True
159,4096,88041,56445.90,True
160,4096,80688,58018.30,True
161,4096,70970,57766.60,True
162,4096,63843,56431.80,True
163,4096,67848,58222.80,True
164,4096,65069,55004.00,True
165,4096,66773,58288.60,True
166,4096,63820,57202.60,True
167,4096,68674,56928.30,True
168,4096,63959,55635.70,True
169,4096,71003,56492.30,True
170,4096,83645,58060.90,True
171,4096,76179,55561.50,True
172,4096,66547,52146.70,True
173,4096,73248,56536.00,True
174,4096,79804,56846.10,True
175,4096,68493,55499.80,True
176,4096,71309,57341.70,True
177,4096,60813,54197.90,True
178,4096,70912,56260.00,True
179,4096,72502,59575.70,True
180,4096,59563,54626.50,True
181,4096,67258,57820.00,True
182,4096,63333,53739.10,True
183,4096,68735,57967.30,True
184,4096,83951,55090.80,True
185,4096,75817,55681.80,True
186,4096,75947,57228.90,True
187,4096,71385,56385.60,True
188,4096,68113,57853.90,True
189,4096,72079,57990.70,True
190,4096,64687,55255.00,True
191,4096,70871,56322.50,True
192,4096,69031,57004.50,True
193,4096,71718,54455.70,True
194,4096,58546,54982.50,True
195,4096,73379,55675.30,True
196,4096,68034,57202.60,True
197,4096,84979,58042.30,True
198,4096,73674,57747.30,True
199,4096,72095,55228.10,True
200,4096,72595,55856.20,True
201,4096,70109,58556.40,True
202,4096,79753,54815.70,True
203,4096,78241,58142.70,True
204,4096,66536,55580.50,True
205,4096,76019,54891.50,True
206,4096,63927,57513.60,True
207,4096,71693,56873.40,True
208,4096,67910,56769.50,True
209,4096,67832,57076.80,True
210,4096,67965,57407.10,True
211,4096,76834,58793.40,True
212,4096,54855,58322.80,True
213,4096,63949,55605.20,True
214,4096,68480,57191.10,True
215,4096,77546,55488.90,True
216,4096,71740,55363.90,True
217,4096,66685,57224.10,True
218,4096,57979,59645.00,True
219,4096,63621,57253.70,True
220,4096,63962,56284.10,True
221,4096,65832,57478.60,True
222,4096,69891,55464.90,True
223,4096,64080,59807.70,True
224,4096,63560,55877.10,True
225,4096,72160,56597.30,True
226,4096,59888,56640.90,True
227,4096,74689,56396.80,True
228,4096,77058,58047.80,True
229,4096,55596,55496.80,True
230,4096,68284,56617.60,True
231,4096,67640,57445.60,True
232,4096,63888,56069.60,True
233,4096,71833,56588.40,True
234,4096,59684,55337.00,True
235,4096,68969,55758.60,True
236,4096,71826,57094.90,True
237,4096,75730,56594.40,True
238,4096,75154,57083.10,True
239,4096,67738,58323.00,True
240,4096,70889,58235.50,True
241,4096,69535,57125.00,True
242,4096,71991,58013.00,True
243,4096,90921,57938.90,True
244,4096,71905,55766.00,True
245,4096,74851,56428.80,True
246,4096,64903,56307.30,True
247,4096,64216,59534.60,True
248,4096,75599,57167.60,True
249,4096,76261,57492.60,True
250,4096,75458,57703.90,True
251,4096,68916,55250.70,True
252,4096,58808,55779.20,True
253,4096,62675,58906.80,True
254,4096,65081,58035.30,True
255,4096,71908,56235.50,True
256,4096,75859,54835.60,True
257,4096,63835,58902.20,True
258,4096,71527,57254.90,True
259,4096,75005,57533.80,True
260,4096,63771,54997.20,True
261,4096,69014,57012.40,True
262,4096,67888,55524.40,True
263,4096,67865,56103.00,True
264,4096,68502,56760.90,True
265,4096,67289,56682.90,True
266,4096,63884,56139.20,True
267,4096,63792,57060.60,True
268,4096,63888,52368.30,True
269,4096,68603,57052.00,True
270,4096,75173,57832.40,True
271,4096,66027,57402.50,True
272,4096,73690,56723.30,True
273,4096,70649,56495.40,True
274,4096,59778,56350.10,True
275,4096,82148,56446.90,True
276,4096,67598,56200.90,True
277,4096,70784,57342.70,True
278,4096,92346,55373.20,True
279,4096,74568,56404.40,True
280,4096,65995,55520.10,True
281,4096,81835,58463.80,True
282,4096,65004,56508.50,True
283,4096,75641,56803.70,True
284,4096,84190,56367.60,True
285,4096,64052,57724.40,True
286,4096,71655,57803.20,True
287,4096,68442,54611.20,True
288,4096,74059,56962.40,True
289,4096,65804,58750.70,True
290,4096,71159,54904.50,True
291,4096,69351,57696.70,True
292,4096,67789,55446.10,True
293,4096,66516,58595.50,True
294,4096,59224,53871.90,True
295,4096,79874,55353.80,True
296,4096,68292,57610.10,True
297,4096,56206,57248.00,True
298,4096,55672,54565.70,True
299,4096,71495,57007.50,True
300,4096,68439,55557.50,True
301,4096,61898,62856.60,True
302,4096,69104,55810.20,True
303,4096,71859,57650.20,True
304,4096,66724,55117.40,True
305,4096,61183,56740.00,True
306,4096,79609,56030.40,True
307,4096,72750,56453.70,True
308,4096,75706,58033.00,True
309,4096,63214,59144.00,True
310,4096,70704,59128.20,True
311,4096,65158,57632.10,True
312,4096,64326,55961.70,True
313,4096,69766,58524.50,True
314,4096,61763,57402.20,True
315,4096,74032,57806.80,True
316,4096,85645,60504.20,True
317,4096,67113,60143.60,True
318,4096,87948,58407.30,True
319,4096,79813,54824.00,True
320,4096,64020,56315.80,True
321,4096,71818,56707.10,True
322,4096,60376,55091.00,True
323,4096,73844,58494.10,True
324,4096,69075,55179.00,True
325,4096,59721,56977.30,True
326,4096,70806,55446.60,True
327,4096,81428,56476.20,True
328,4096,78753,57448.00,True
329,4096,72408,57449.30,True
330,4096,74888,54366.60,True
331,4096,65633,56206.60,True
332,4096,62140,55168.60,True
333,4096,72835,56993.20,True
334,4096,76560,57400.30,True
335,4096,79555,57544.80,True
336,4096,68398,54580.50,True
337,4096,70935,56448.90,True
338,4096,71792,55945.90,True
339,4096,79889,57433.70,True
340,4096,67657,56159.30,True
341,4096,70619,55013.30,True
342,4096,69822,55078.50,True
343,4096,75667,54848.10,True
344,4096,75244,54846.90,True
345,4096,74528,57251.60,True
346,4096,69118,54772.20,True
347,4096,76532,57433.50,True
348,4096,75025,54925.40,True
349,4096,78682,56261.90,True
350,4096,65690,57494.20,True
351,4096,75626,57421.50,True
352,4096,71914,56853.70,True
353,4096,71091,57029.00,True
354,4096,71795,56844.30,True
355,4096,91883,59064.40,True
356,4096,62574,61291.60,True
357,4096,72854,55525.10,True
358,4096,51869,54356.10,True
359,4096,71805,55349.30,True
360,4096,75790,56778.90,True
361,4096,63592,56585.50,True
362,4096,72087,56993.20,True
363,4096,65903,57614.30,True
364,4096,68528,58382.30,True
365,4096,53212,56020.30,True
366,4096,59896,56102.90,True
367,4096,64446,54562.90,True
368,4096,68184,55285.50,True
369,4096,58865,58790.40,True
370,4096,63653,55482.80,True
371,4096,80579,55654.70,True
372,4096,67338,55286.90,True
373,4096,63709,55581.90,True
374,4096,72064,55577.80,True
375,4096,75850,57285.10,True
376,4096,59894,56531.00,True
377,4096,67582,56994.30,True
378,4096,66953,55119.50,True
379,4096,69038,54902.50,True
380,4096,63953,55008.20,True
381,4096,58808,57102.90,True
382,4096,60066,54014.30,True
383,4096,73348,54159.30,True
384,4096,67245,55348.60,True
385,4096,66443,54911.30,True
386,4096,67993,53944.40,True
387,4096,81826,56686.80,True
388,4096,74110,56375.20,True
389,4096,57800,54566.40,True
390,4096,70883,56842.20,True
391,4096,72726,56742.10,True
392,4096,76877,57305.50,True
393,4096,57260,54987.40,True
394,4096,76954,54654.20,True
395,4096,67552,55548.20,True
396,4096,68809,53045.80,True
397,4096,70032,56027.60,True
398,4096,61069,54776.70,True
399,4096,76530,57364.50,True
400,4096,72046,58255.80,True
401,4096,63694,60685.50,True
402,4096,63278,58795.10,True
403,4096,65159,56042.30,True
404,4096,79038,56103.30,True
405,4096,67625,56621.80,True
406,4096,67751,56407.10,True
407,4096,79002,57042.60,True
408,4096,75860,56636.10,True
409,4096,53846,60494.10,True
410,4096,64182,57394.70,True
411,4096,77808,54936.30,True
412,4096,64965,58034.90,True
413,4096,71887,57311.30,True
414,4096,63882,56218.20,True
415,4096,66592,58390.20,True
416,4096,65226,56944.70,True
417,4096,71815,59946.00,True
418,4096,52562,56042.70,True
419,4096,66344,59439.90,True
420,4096,56754,60034.50,True
421,4096,59870,56926.50,True
422,4096,63882,56141.60,True
423,4096,99871,57434.10,True
424,4096,59663,57807.60,True
425,4096,59943,56873.30,True
426,4096,68044,56803.70,True
427,4096,80469,56896.60,True
428,4096,78330,54219.80,True
429,4096,65473,57635.50,True
430,4096,70097,54694.60,True
431,4096,73297,57278.30,True
432,4096,75570,52236.20,True
433,4096,71965,58156.70,True
434,4096,63849,53412.70,True
435,4096,76501,57697.90,True
436,4096,69932,54468.10,True
437,4096,69440,56285.30,True
438,4096,68323,55843.90,True
439,4096,67306,56620.00,True
440,4096,71858,59384.90,True
441,4096,62951,55099.30,True
442,4096,69213,55469.80,True
443,4096,62170,56497.80,True
444,4096,65775,54820.40,True
445,4096,69996,52893.00,True
446,4096,60074,57381.60,True
447,4096,63574,57956.70,True
448,4096,64038,56112.50,True
449,4096,68881,55299.00,True
450,4096,72653,55823.10,True
451,4096,83111,56091.00,True
452,4096,66768,55496.90,True
453,4096,76814,56338.40,True
454,4096,74589,54562.70,True
455,4096,57385,56895.20,True
456,4096,63871,55491.00,True
457,4096,67849,57738.70,True
458,4096,75889,54288.80,True
459,4096,75828,58987.40,True
460,4096,71885,56939.10,True
461,4096,72040,57400.50,True
462,4096,80107,55626.40,True
463,4096,63325,56538.00,True
464,4096,74069,55845.20,True
465,4096,68925,58913.50,True
466,4096,63917,54512.80,True
467,4096,71880,55665.70,True
468,4096,67867,55152.60,True
469,4096,64056,56496.90,True
470,4096,75735,58240.10,True
471,4096,63261,56067.30,True
472,4096,50115,56717.80,True
473,4096,54128,56384.80,True
474,4096,54187,56645.50,True
475,4096,69731,54157.90,True
476,4096,48786,55552.80,True
477,4096,63547,55747.90,True
478,4096,65766,65210.80,True
479,4096,72033,58487.60,True
480,4096,75873,56367.40,True
481,4096,58675,55502.60,True
482,4096,68765,57535.10,True
483,4096,72203,55233.30,True
484,4096,59883,55973.00,True
485,4096,71604,55843.80,True
486,4096,76174,56925.20,True
487,4096,64489,55698.90,True
488,4096,71240,54524.20,True
489,4096,71692,58011.00,True
490,4096,72147,55609.70,True
491,4096,71470,54474.60,True
492,4096,67186,55639.60,True
493,4096,63516,57150.40,True
494,4096,66026,59380.40,True
495,4096,71101,53196.60,True
496,4096,68784,55421.00,True
497,4096,75016,54481.00,True
498,4096,72523,54614.50,True
499,4096,83849,56113.40,True
500,4096,67250,56816.00,True
501,4096,72581,59816.40,True
502,4096,62946,57002.50,True
503,4096,72060,55731.20,True
504,4096,63895,58448.50,True
505,4096,67698,56405.10,True
506,4096,60034,55240.60,True
507,4096,63894,56890.50,True
508,4096,60512,58729.60,True
509,4096,69192,58590.70,True
510,4096,65976,57428.10,True
511,4096,79868,57849.80,True
512,4096,68614,54839.30,True
513,4096,74109,57004.30,True
514,4096,80933,58458.00,True
515,4096,71974,60330.70,True
516,4096,71777,55629.60,True
517,4096,65049,59312.50,True
518,4096,75473,57942.00,True
519,4096,71178,59035.00,True
520,4096,71819,58039.50,True
521,4096,70645,54230.00,True
522,4096,65137,55287.50,True
523,4096,63852,60545.70,True
524,4096,67961,55612.40,True
525,4096,75826,54707.60,True
526,4096,75894,55002.50,True
527,4096,72518,56492.30,True
528,4096,75265,57651.30,True
529,4096,67917,57525.10,True
530,4096,80458,56871.70,True
531,4096,77769,56961.50,True
532,4096,67777,55066.90,True
533,4096,60903,57529.60,True
534,4096,60494,56327.40,True
535,4096,67952,55423.90,True
536,4096,79727,56635.80,True
537,4096,67960,57726.30,True
538,4096,63876,57270.00,True
539,4096,68485,54306.80,True
540,4096,78040,54732.90,True
541,4096,61439,55345.30,True
542,4096,75562,55209.50,True
543,4096,79822,56442.40,True
544,4096,59930,51958.30,True
545,4096,74911,57133.10,True
546,4096,64801,56540.20,True
547,4096,64613,55732.60,True
548,4096,67195,54599.70,True
549,4096,70781,58897.00,True
550,4096,78130,56111.60,True
551,4096,62467,54788.40,True
552,4096,64138,56956.70,True
553,4096,55912,57440.20,True
554,4096,58549,54258.30,True
555,4096,77190,58857.30,True
556,4096,67818,54335.30,True
557,4096,80587,54545.20,True
558,4096,68346,55504.80,True
559,4096,67004,54874.90,True
560,4096,67608,56053.00,True
561,4096,59882,56024.30,True
562,4096,72501,55193.30,True
563,4096,72045,57377.30,True
564,4096,73962,57426.50,True
565,4096,67548,54776.10,True
566,4096,72147,55285.10,True
567,4096,89126,53993.20,True
568,4096,64046,57215.90,True
569,4096,70231,55549.30,True
570,4096,63970,54632.10,True
571,4096,57119,55442.30,True
572,4096,101087,54369.00,True
573,4096,62790,55870.10,True
574,4096,67955,54883.30,True
575,4096,79658,53935.20,True
576,4096,67984,54721.80,True
577,4096,63937,56389.90,True
578,4096,60662,53894.80,True
579,4096,66754,57335.70,True
580,4096,66136,56245.90,True
581,4096,69900,55069.10,True
582,4096,60562,57297.90,True
583,4096,72592,56662.80,True
584,4096,71142,57760.80,True
585,4096,62618,54408.60,True
586,4096,69145,56912.90,True
587,4096,77897,56981.60,True
588,4096,62100,56536.60,True
589,4096,63062,56877.80,True
590,4096,67899,54406.70,True
591,4096,71860,55727.00,True
592,4096,62234,55956.40,True
593,4096,60288,54756.60,True
594,4096,59809,58687.50,True
595,4096,67821,56416.50,True
596,4096,69020,56266.00,True
597,4096,68079,56353.20,True
598,4096,59846,55501.60,True
599,4096,75882,56846.70,True
600,4096,68226,56061.30,True
601,4096,68184,60349.60,True
602,4096,67192,59209.80,True
603,4096,64368,58812.50,True
604,4096,75347,57178.60,True
605,4096,75861,55283.10,True
606,4096,76530,55640.40,True
607,4096,79283,56224.10,True
608,4096,79903,56844.80,True
609,4096,55882,55858.90,True
610,4096,63906,57041.90,True
611,4096,75868,59876.90,True
612,4096,68274,58667.10,True
613,4096,75498,58306.50,True
614,4096,65629,56264.40,True
615,4096,69913,62409.90,True
616,4096,72062,57755.20,True
617,4096,70710,57673.30,True
618,4096,60901,57821.20,True
619,4096,71983,56993.20,True
620,4096,75836,54829.40,True
621,4096,67793,55720.70,True
622,4096,62944,57839.30,True
623,4096,72951,55079.00,True
624,4096,71903,57595.70,True
625,4096,67876,56656.90,True
626,4096,59517,56602.60,True
627,4096,71109,55929.10,True
628,4096,57367,57407.40,True
629,4096,67524,58092.80,True
630,4096,62620,55317.30,True
631,4096,76972,57407.20,True
632,4096,52929,56076.40,True
633,4096,79014,57127.00,True
634,4096,51663,54946.00,True
635,4096,66874,58067.10,True
636,4096,73861,56712.90,True
637,4096,66871,58879.20,True
638,4096,72068,54706.60,True
639,4096,75862,57629.30,True
640,4096,83907,55123.60,True
641,4096,63804,55811.70,True
642,4096,55943,55920.00,True
643,4096,67937,57538.90,True
644,4096,63990,54367.50,True
645,4096,83966,58279.70,True
646,4096,64382,55995.20,True
647,4096,79126,56095.70,True
648,4096,66605,58155.40,True
649,4096,73155,55817.30,True
650,4096,67850,56037.50,True
651,4096,67865,59578.30,True
652,4096,68393,55923.70,True
653,4096,67729,57354.90,True
654,4096,71537,55380.70,True
655,4096,71848,56709.40,True
656,4096,62786,53171.50,True
657,4096,71897,56681.00,True
658,4096,64989,56929.10,True
659,4096,67858,56605.00,True
660,4096,62799,55189.80,True
661,4096,59872,57281.00,True
662,4096,81693,62115.40,True
663,4096,60425,55687.00,True
664,4096,60663,55010.90,True
665,4096,61829,55229.10,True
666,4096,71885,59531.30,True
667,4096,71929,57073.90,True
668,4096,75831,57906.50,True
669,4096,71940,55998.30,True
670,4096,67397,56707.60,True
671,4096,64354,56309.00,True
672,4096,55475,55437.30,True
673,4096,66838,56615.40,True
674,4096,61291,56714.70,True
675,4096,68838,56639.60,True
676,4096,75753,56120.80,True
677,4096,62780,55014.20,True
678,4096,60130,57782.40,True
679,4096,63958,58238.00,True
680,4096,87830,55533.30,True
681,4096,67708,55078.20,True
682,4096,75991,56998.60,True
683,4096,64375,56718.20,True
684,4096,75078,57346.10,True
685,4096,79128,59357.90,True
686,4096,72992,58694.10,True
687,4096,63919,55972.40,True
688,4096,70713,57154.20,True
689,4096,60894,57440.80,True
690,4096,65595,58478.50,True
691,4096,75086,57600.50,True
692,4096,75891,55845.00,True
693,4096,59883,57272.90,True
694,4096,71793,57539.30,True
695,4096,68782,56136.60,True
696,4096,72875,56072.50,True
697,4096,69715,57682.70,True
698,4096,65081,55870.80,True
699,4096,59889,57908.60,True
700,4096,68940,56036.30,True
701,4096,74404,57616.90,True
702,4096,70631,57173.10,True
703,4096,75714,59762.20,True
704,4096,69159,56593.70,True
705,4096,63846,59260.50,True
706,4096,75732,61913.50,True
707,4096,68608,58891.00,True
708,4096,59783,56055.90,True
709,4096,67260,57589.90,True
710,4096,76126,56217.20,True
711,4096,73962,55429.70,True
712,4096,71181,56811.80,True
713,4096,80485,58775.80,True
714,4096,61157,57894.60,True
715,4096,64854,57082.40,True
716,4096,63651,58893.00,True
717,4096,64026,57566.60,True
718,4096,72520,58172.20,True
719,4096,71771,57126.20,True
720,4096,67514,56611.20,True
721,4096,75632,57921.80,True
722,4096,64427,58113.60,True
723,4096,71634,59108.20,True
724,4096,64393,59075.80,True
725,4096,66868,56539.40,True
726,4096,55936,55371.20,True
727,4096,56244,56862.20,True
728,4096,68027,56128.30,True
729,4096,71244,58337.20,True
730,4096,71790,58505.60,True
731,4096,71741,57767.70,True
732,4096,56038,56289.30,True
733,4096,59738,58269.90,True
734,4096,59631,56035.80,True
735,4096,75228,58015.60,True
736,4096,72499,58264.90,True
737,4096,68404,58976.30,True
738,4096,54386,58775.70,True
739,4096,80743,57874.20,True
740,4096,72673,56486.00,True
741,4096,65832,54465.70,True
742,4096,77758,55747.80,True
743,4096,67552,54934.80,True
744,4096,70924,55430.80,True
745,4096,65905,58165.40,True
746,4096,65683,55750.20,True
747,4096,85974,55565.00,True
748,4096,67151,56279.30,True
749,4096,64805,56627.80,True
750,4096,59433,55746.40,True
751,4096,67220,58447.70,True
752,4096,77009,55210.50,True
753,4096,71790,56340.30,True
754,4096,55740,57019.70,True
755,4096,72005,56723.50,True
756,4096,62653,55304.00,True
757,4096,69005,58817.80,True
758,4096,64396,57520.00,True
759,4096,68647,57990.30,True
760,4096,71250,57988.10,True
761,4096,60441,57772.50,True
762,4096,67090,55841.90,True
763,4096,56929,54913.40,True
764,4096,67573,55139.10,True
765,4096,72216,58138.60,True
766,4096,67612,57501.20,True
767,4096,79027,54791.70,True
768,4096,67496,58062.00,True
769,4096,69086,56056.50,True
770,4096,63865,57205.50,True
771,4096,64548,55376.30,True
772,4096,83143,57544.80,True
773,4096,63894,56727.10,True
774,4096,71780,55348.20,True
775,4096,68565,57198.50,True
776,4096,71404,58950.60,True
777,4096,74474,59059.20,True
778,4096,77652,58579.00,True
779,4096,67404,55977.40,True
780,4096,60143,59467.30,True
781,4096,63202,55366.80,True
782,4096,79911,56822.20,True
783,4096,71401,55911.90,True
784,4096,69774,56946.40,True
785,4096,75273,57831.00,True
786,4096,63907,58010.70,True
787,4096,66005,55972.50,True
788,4096,69671,59314.20,True
789,4096,60580,58436.60,True
790,4096,74979,58190.80,True
791,4096,75693,59334.30,True
792,4096,68086,56334.90,True
793,4096,59654,56507.70,True
794,4096,63743,57045.20,True
795,4096,71934,54691.30,True
796,4096,62163,54514.30,True
797,4096,44859,57082.00,True
798,4096,47900,53759.30,True
799,4096,73590,57045.50,True
800,4096,75717,56614.40,True
801,4096,70014,61287.50,True
802,4096,80994,55308.30,True
803,4096,78423,57924.00,True
804,4096,60915,56219.40,True
805,4096,60313,56693.90,True
806,4096,63496,57280.20,True
807,4096,66731,56257.30,True
808,4096,69086,57483.40,True
809,4096,67954,58459.70,True
810,4096,76198,59124.70,True
811,4096,70219,58874.00,True
812,4096,69136,59758.20,True
813,4096,68677,57654.90,True
814,4096,67745,55628.80,True
815,4096,82599,60701.60,True
816,4096,70775,59232.90,True
817,4096,71107,57365.60,True
818,4096,70452,55207.80,True
819,4096,77102,60009.30,True
820,4096,58571,57998.10,True
821,4096,73197,57248.90,True
822,4096,75890,56714.40,True
823,4096,74756,55936.80,True
824,4096,60518,56590.60,True
825,4096,72434,57744.30,True
826,4096,71735,56476.00,True
827,4096,79753,57089.50,True
828,4096,67784,54349.20,True
829,4096,67891,56500.90,True
830,4096,67792,56993.70,True
831,4096,71739,56842.50,True
832,4096,71905,53943.00,True
833,4096,71882,58038.90,True
834,4096,67551,56460.80,True
835,4096,75767,55996.10,True
836,4096,72360,54466.40,True
837,4096,60751,54522.10,True
838,4096,75905,59380.80,True
839,4096,75473,55367.40,True
840,4096,72283,55218.20,True
841,4096,64588,56321.00,True
842,4096,71002,56327.00,True
843,4096,68012,58991.70,True
844,4096,68395,54936.00,True
845,4096,67214,56943.30,True
846,4096,79886,60518.50,True
847,4096,67476,55322.10,True
848,4096,64270,57340.60,True
849,4096,67792,59068.50,True
850,4096,77411,57857.50,True
851,4096,75253,55217.50,True
852,4096,71882,58770.50,True
853,4096,64818,55148.90,True
854,4096,67005,54226.80,True
855,4096,71846,57598.90,True
856,4096,62891,56154.50,True
857,4096,76875,55222.10,True
858,4096,68999,55129.10,True
859,4096,94766,55483.00,True
860,4096,63952,53938.30,True
861,4096,72511,55301.70,True
862,4096,71211,56356.70,True
863,4096,74770,57341.90,True
864,4096,68770,56366.80,True
865,4096,71862,56145.30,True
866,4096,71544,54869.10,True
867,4096,64279,62119.80,True
868,4096,81322,55713.80,True
869,4096,71191,58822.10,True
870,4096,66633,57212.10,True
871,4096,77042,56121.50,True
872,4096,67939,57929.20,True
873,4096,58177,58333.70,True
874,4096,61680,56564.20,True
875,4096,47298,57820.70,True
876,4096,52173,57255.10,True
877,4096,51516,58001.20,True
878,4096,37320,55236.30,True
879,4096,35821,58969.50,True
880,4096,36286,54393.90,True
881,4096,34961,57772.30,True
882,4096,35823,56112.20,True
883,4096,35341,57809.80,True
884,4096,35177,58238.20,True
885,4096,35009,58044.50,True
886,4096,35283,53191.50,True
887,4096,35287,58095.60,True
888,4096,34149,55475.60,True
889,4096,37900,55524.10,True
890,4096,35904,56261.60,True
891,4096,35511,58914.90,True
892,4096,35233,54801.00,True
893,4096,44997,58947.70,True
894,4096,35849,56140.20,True
895,4096,35334,58648.30,True
896,4096,34787,56993.90,True
897,4096,34501,56340.90,True
898,4096,42625,54540.40,True
899,4096,35157,55707.00,True
900,4096,34924,56775.60,True
901,4096,35870,60020.60,True
902,4096,34471,59377.50,True
903,4096,35407,58347.80,True
904,4096,35755,53108.90,True
905,4096,36572,58683.70,True
906,4096,36127,56148.40,True
907,4096,36388,58192.10,True
908,4096,36751,57445.60,True
909,4096,36184,57281.40,True
910,4096,36041,58061.40,True
911,4096,35225,61457.50,True
912,4096,38844,57349.20,True
913,4096,34846,57473.00,True
914,4096,36174,58009.90,True
915,4096,34879,58293.40,True
916,4096,34561,57150.70,True
917,4096,36006,59176.30,True
918,4096,38750,59968.80,True
919,4096,34944,60002.10,True
920,4096,35305,58003.20,True
921,4096,35215,58911.50,True
922,4096,34464,54466.40,True
923,4096,34710,59300.30,True
924,4096,35602,53486.50,True
925,4096,35523,54954.60,True
926,4096,34471,54470.30,True
927,4096,35332,55770.10,True
928,4096,38000,54820.30,True
