Chunk_ID,Size_Bytes,SeqNum,HashTime_uS,UploadLatency_uS,FetchLatency_uS,VerifyTime_uS,Valid
58,4096,57,15,180682,584822,8,True
59,4096,58,16,170314,594934,11,True
60,4096,59,15,273160,580463,15,True
61,4096,60,16,182023,601624,9,True
62,4096,61,16,208551,580080,12,True
63,4096,62,16,177722,581304,9,True
64,4096,63,14,179099,584887,9,True
65,4096,64,15,179512,579019,12,True
66,4096,65,15,175864,594168,9,True
67,4096,66,16,175323,589959,9,True
68,4096,67,15,176294,589194,15,True
69,4096,68,15,187023,588721,14,True
70,4096,69,15,179818,582066,9,True
71,4096,70,17,174425,593319,11,True
72,4096,71,15,180621,584506,9,True
73,4096,72,15,187109,570469,8,True
74,4096,73,49,188596,572033,8,True
75,4096,74,18,200411,582822,16,True
76,4096,75,47,183007,571729,15,True
77,4096,76,18,186464,605847,10,True
78,4096,77,48,172573,578211,9,True
79,4096,78,17,176488,592322,14,True
80,4096,79,19,189462,575791,11,True
81,4096,80,36,193091,591043,9,True
82,4096,81,34,183054,585112,15,True
83,4096,82,44,182302,587744,12,True
84,4096,83,37,199554,588761,10,True
85,4096,84,36,189361,581275,12,True
86,4096,85,19,201561,583755,11,True
87,4096,86,19,192774,595359,10,True
88,4096,87,35,188398,587858,14,True
89,4096,88,33,177049,593745,14,True
90,4096,89,18,177394,583889,8,True
91,4096,90,222,185346,590992,8,True
92,4096,91,37,180174,581673,8,True
93,4096,92,33,174401,592575,8,True
94,4096,93,36,176563,579193,9,True
95,4096,94,19,181794,584728,13,True
96,4096,95,16,174534,588723,8,True
97,4096,96,15,179766,584419,10,True
98,4096,97,15,179140,586415,17,True
99,4096,98,15,183217,572392,8,True
100,4096,99,16,178150,593308,15,True
101,4096,100,16,174283,618584,18,True
102,4096,101,15,186946,626517,8,True
103,4096,102,16,176646,606456,11,True
104,4096,103,16,182399,575269,18,True
105,4096,104,15,174521,606211,11,True
106,4096,105,15,179173,588996,17,True
107,4096,106,16,190566,598004,13,True
108,4096,107,15,171612,582204,14,True
109,4096,108,16,184049,591142,12,True
110,4096,109,16,174300,574197,25,True
111,4096,110,16,196008,574195,14,True
112,4096,111,17,188163,587821,9,True
113,4096,112,15,179442,570791,15,True
114,4096,113,15,179309,570201,9,True
115,4096,114,15,185325,567827,9,True
116,4096,115,36,180592,598305,10,True
117,4096,116,35,170995,572397,8,True
118,4096,117,37,185803,581841,8,True
119,4096,118,20,177265,580795,8,True
120,4096,119,17,185776,585798,16,True
121,4096,120,36,174779,574680,10,True
122,4096,121,36,173039,577494,12,True
123,4096,122,290,180563,592912,8,True
124,4096,123,38,177063,571694,8,True
125,4096,124,36,171470,593033,11,True
126,4096,125,34,175821,572213,16,True
127,4096,126,22,174716,565782,12,True
128,4096,127,37,179128,591770,8,True
129,4096,128,34,177552,575413,11,True
130,4096,129,34,175414,573859,14,True
131,4096,130,19,173919,736008,16,True
132,4096,131,37,174224,609607,11,True
133,4096,132,33,177567,592538,13,True
134,4096,133,35,170150,577779,12,True
135,4096,134,22,168290,575991,14,True
136,4096,135,39,176051,603177,9,True
137,4096,136,34,177627,572991,13,True
138,4096,137,35,168460,586258,8,True
139,4096,138,214,164182,578412,11,True
140,4096,139,36,177563,591664,8,True
141,4096,140,35,179292,587251,8,True
142,4096,141,33,168260,592348,8,True
143,4096,142,15,167523,623351,9,True
144,4096,143,34,176988,560563,9,True
145,4096,144,18,175484,597291,13,True
146,4096,145,36,170705,590405,16,True
147,4096,146,52,174710,563662,9,True
148,4096,147,20,175274,595368,8,True
149,4096,148,19,172719,566429,11,True
150,4096,149,19,167706,612814,11,True
151,4096,150,56,183849,596413,15,True
152,4096,151,18,171747,602964,17,True
153,4096,152,33,171520,595785,13,True
154,4096,153,18,174793,567700,9,True
155,4096,154,35,168373,573191,9,True
156,4096,155,19,173353,574197,12,True
157,4096,156,32,166864,571773,8,True
158,4096,157,19,176901,585740,13,True
159,4096,158,222,168167,570720,14,True
160,4096,159,18,171808,571827,8,True
161,4096,160,19,178898,572526,13,True
162,4096,161,31,172542,567066,8,True
163,4096,162,18,178404,568265,19,True
164,4096,163,20,182684,580536,12,True
165,4096,164,18,175220,569058,15,True
166,4096,165,34,179558,581343,20,True
167,4096,166,55,181068,604227,9,True
168,4096,167,15,179091,583825,12,True
169,4096,168,16,172457,578824,13,True
170,4096,169,15,173944,583861,16,True
171,4096,170,16,186441,579014,13,True
172,4096,171,15,178588,570780,17,True
173,4096,172,16,168805,579919,8,True
174,4096,173,15,166937,587935,8,True
175,4096,174,15,170731,581347,8,True
176,4096,175,16,176532,570219,9,True
177,4096,176,16,171372,586612,9,True
178,4096,177,15,180750,577449,21,True
179,4096,178,16,178570,570636,18,True
180,4096,179,15,179363,575827,12,True
181,4096,180,34,179594,578619,10,True
182,4096,181,37,178798,563067,12,True
183,4096,182,103,192586,581550,11,True
184,4096,183,18,167601,572856,8,True
185,4096,184,32,175528,572263,14,True
186,4096,185,34,178517,580548,12,True
187,4096,186,23,184176,569284,14,True
188,4096,187,35,171490,581637,8,True
189,4096,188,18,177241,572276,9,True
190,4096,189,36,176965,569464,9,True
191,4096,190,329,176523,574620,10,True
192,4096,191,35,172215,575881,11,True
193,4096,192,33,169654,571401,13,True
194,4096,193,35,185037,576669,8,True
195,4096,194,315,181492,584616,9,True
