Chunk_ID,Size_Bytes,SeqNum,HashTime_uS,UploadLatency_uS,FetchLatency_uS,VerifyTime_uS,Valid
50,4096,49,46,185405,595822,10,True
51,4096,50,97,222155,619683,12,True
52,4096,51,40,195151,629258,12,True
53,4096,52,59,176019,620328,12,True
54,4096,53,45,173554,612927,13,True
55,4096,54,97,181996,607600,12,True
56,4096,55,46,268145,585417,13,True
57,4096,56,45,182362,595102,12,True
58,4096,57,45,181388,589254,9,True
59,4096,58,37,207541,596349,9,True
60,4096,59,40,196446,599515,14,True
61,4096,60,47,289522,604514,10,True
62,4096,61,35,372857,594330,17,True
63,4096,62,36,182160,595072,8,True
64,4096,63,50,181407,616688,8,True
65,4096,64,61,181610,604991,10,True
66,4096,65,32,182915,620165,10,True
67,4096,66,34,174592,698957,9,True
68,4096,67,53,192084,609637,8,True
69,4096,68,35,172987,591877,11,True
70,4096,69,43,173754,612612,12,True
71,4096,70,78,185859,618419,15,True
72,4096,71,51,174650,608235,20,True
73,4096,72,61,178590,584582,10,True
74,4096,73,44,184073,605798,9,True
75,4096,74,40,181476,597582,16,True
76,4096,75,51,181077,604420,9,True
77,4096,76,63,179856,600652,9,True
78,4096,77,47,179637,594866,9,True
79,4096,78,21,178325,613209,9,True
80,4096,79,38,185682,600258,8,True
81,4096,80,32,177573,597558,13,True
82,4096,81,33,199193,597457,10,True
83,4096,82,18,186527,594318,8,True
84,4096,83,32,181344,602102,12,True
85,4096,84,32,181081,599979,15,True
86,4096,85,33,174025,592281,8,True
87,4096,86,20,180498,592142,14,True
88,4096,87,37,191069,595944,11,True
89,4096,88,35,186547,597068,9,True
90,4096,89,35,187158,605928,9,True
91,4096,90,261,189132,604081,12,True
92,4096,91,38,182610,588930,12,True
93,4096,92,19,180803,599851,8,True
94,4096,93,34,176905,595716,12,True
95,4096,94,18,177843,597092,12,True
96,4096,95,38,187261,593084,9,True
97,4096,96,33,179849,603891,9,True
98,4096,97,32,179534,586681,11,True
99,4096,98,107,188557,593155,11,True
100,4096,99,39,170882,594782,14,True
101,4096,100,32,170598,604749,17,True
102,4096,101,17,182825,611542,9,True
103,4096,102,92,187018,598910,14,True
104,4096,103,37,175082,599474,9,True
105,4096,104,32,182402,589951,12,True
106,4096,105,32,184206,588667,14,True
107,4096,106,290,179173,611812,11,True
108,4096,107,39,190770,602639,9,True
109,4096,108,32,188052,606409,9,True
110,4096,109,33,180118,582100,12,True
111,4096,110,89,173033,604767,12,True
112,4096,111,37,193668,577976,10,True
113,4096,112,33,176963,591096,9,True
114,4096,113,32,180010,589451,12,True
115,4096,114,53,235349,643283,15,True
116,4096,115,51,177004,625145,13,True
117,4096,116,62,183967,607763,9,True
118,4096,117,46,177409,605982,15,True
119,4096,118,18,182246,598601,16,True
120,4096,119,44,168357,614217,11,True
121,4096,120,39,183064,652551,16,True
122,4096,121,45,184510,615756,14,True
123,4096,122,17,174020,617114,12,True
124,4096,123,47,178204,658846,12,True
125,4096,124,44,176853,627747,14,True
126,4096,125,46,170659,632993,26,True
127,4096,126,17,179126,601661,14,True
128,4096,127,52,177461,612045,16,True
129,4096,128,61,169678,629326,11,True
130,4096,129,46,183649,605276,12,True
131,4096,130,36,170837,604935,36,True
132,4096,131,19,183916,600544,9,True
133,4096,132,32,224557,609663,15,True
134,4096,133,44,179377,595725,11,True
135,4096,134,95,175167,589166,8,True
136,4096,135,43,175860,602100,9,True
137,4096,136,18,187942,597179,10,True
138,4096,137,15,179556,599007,10,True
139,4096,138,46,184128,608965,11,True
140,4096,139,54,287529,612700,14,True
141,4096,140,46,188305,610352,8,True
142,4096,141,35,185515,589202,11,True
143,4096,142,58,176642,593653,10,True
144,4096,143,50,180121,618393,15,True
145,4096,144,45,177381,621427,10,True
146,4096,145,45,181982,598451,11,True
147,4096,146,99,219944,594626,9,True
148,4096,147,43,187005,596738,10,True
149,4096,148,61,177273,591922,17,True
150,4096,149,47,181637,595978,8,True
151,4096,150,19,179982,589941,11,True
152,4096,151,17,187155,604419,13,True
153,4096,152,15,189753,596371,12,True
154,4096,153,15,176445,595269,12,True
155,4096,154,16,186194,606201,11,True
156,4096,155,15,178718,600606,13,True
157,4096,156,15,187718,604713,8,True
158,4096,157,15,182060,601967,9,True
159,4096,158,52,180695,605976,13,True
160,4096,159,16,179879,595843,10,True
161,4096,160,15,195497,629410,13,True
162,4096,161,46,184783,598689,12,True
163,4096,162,66,186964,600879,11,True
164,4096,163,16,180811,604756,16,True
165,4096,164,33,183649,611735,15,True
166,4096,165,32,194479,624946,16,True
167,4096,166,16,178755,617941,8,True
168,4096,167,17,175472,606423,10,True
169,4096,168,16,182640,610914,13,True
170,4096,169,15,181086,598071,23,True
171,4096,170,21,186602,595314,11,True
172,4096,171,17,180376,604831,15,True
173,4096,172,16,185726,601617,15,True
174,4096,173,15,179137,609480,12,True
175,4096,174,21,178372,599655,12,True
176,4096,175,16,176918,607315,10,True
177,4096,176,15,181964,588068,12,True
178,4096,177,15,194252,602004,12,True
179,4096,178,16,239955,636492,15,True
180,4096,179,17,182117,627333,10,True
